index,UF,ano,idade,sexo,escola,cor_raca,NOTA_LC,NOTA_MT,NOTA_CN,NOTA_CH,NOTA_REDACAO
16253,PA,2018,19.0,F,2,3,417.8,549.0,476.7,634.1,620.0
16254,SP,2018,18.0,F,1,2,538.6,509.4,426.8,569.6,720.0
16255,GO,2018,18.0,F,2,3,619.7,531.7,495.1,629.6,580.0
16256,SP,2018,17.0,F,2,3,500.5,491.7,476.7,504.4,300.0
16257,PE,2018,18.0,F,3,3,562.8,645.0,519.3,598.4,740.0
16258,PA,2018,20.0,M,1,3,540.0,481.8,506.1,617.3,620.0
16259,CE,2018,28.0,M,2,3,,,,,
16260,MA,2018,16.0,M,1,3,419.9,464.6,405.4,587.7,440.0
16261,SP,2018,24.0,M,1,1,516.1,559.4,466.6,535.3,300.0
16262,TO,2018,18.0,M,1,1,449.4,409.7,455.8,495.8,560.0
16263,SC,2018,45.0,F,1,1,471.7,383.9,460.9,516.9,260.0
16264,PE,2018,18.0,M,2,3,517.9,541.6,473.1,611.4,660.0
16265,MG,2018,15.0,M,1,1,613.3,529.9,526.1,615.7,480.0
16266,SC,2018,19.0,M,1,0,,,,,
16267,PR,2018,26.0,M,1,3,,,,,
16268,BA,2018,17.0,M,2,5,,485.6,481.8,,
16269,AC,2018,21.0,F,1,1,505.8,438.5,536.6,468.4,300.0
16270,CE,2018,26.0,F,2,3,,,,,
16271,RJ,2018,19.0,M,2,4,570.1,430.9,435.3,611.0,480.0
16272,MG,2018,22.0,F,1,2,590.2,514.5,503.2,604.5,540.0
16273,SP,2018,17.0,M,3,1,651.1,764.8,683.2,670.6,820.0
16274,RR,2018,18.0,M,3,3,501.3,528.6,503.0,570.4,620.0
16275,RS,2018,18.0,F,1,0,585.6,550.6,515.8,593.2,500.0
16276,AL,2018,18.0,M,1,3,617.2,669.9,669.2,672.2,780.0
16277,BA,2018,19.0,M,1,1,626.0,656.9,619.8,615.5,900.0
16278,SP,2018,17.0,F,1,1,648.8,717.9,685.1,688.5,860.0
16279,GO,2018,32.0,F,1,2,514.8,399.9,499.6,425.6,320.0
16280,PA,2018,17.0,M,1,1,431.8,580.3,425.3,466.6,580.0
16281,AM,2018,29.0,M,1,3,,,,,
16282,AM,2018,17.0,M,2,3,,,,,
16283,SP,2018,20.0,F,1,1,567.1,564.0,483.0,563.9,340.0
16284,BA,2018,22.0,M,1,4,507.0,563.2,480.8,611.2,360.0
16285,PR,2018,17.0,F,2,1,482.2,385.5,492.8,428.4,320.0
16286,RS,2018,21.0,M,1,3,490.0,,,533.7,360.0
16287,SP,2018,17.0,F,3,1,597.9,602.7,585.5,642.7,720.0
16288,SP,2018,16.0,M,1,3,527.8,640.8,568.9,533.2,420.0
16289,BA,2018,22.0,F,1,2,,,,,
16290,BA,2018,25.0,F,1,3,,,,,
16291,BA,2018,45.0,F,1,3,391.9,415.1,442.6,484.1,360.0
16292,MS,2018,19.0,M,1,3,493.3,457.2,434.2,602.4,580.0
16293,SP,2018,19.0,F,1,3,,431.6,518.1,,
16294,RS,2018,19.0,M,1,1,,,,,
16295,MA,2018,20.0,M,2,3,411.7,,,432.6,560.0
16296,MG,2018,52.0,F,1,3,,,,,
16297,AM,2018,18.0,M,2,3,492.7,438.6,399.6,424.7,320.0
16298,PI,2018,19.0,F,1,3,480.9,378.6,392.8,506.6,520.0
16299,BA,2018,30.0,F,1,2,473.8,,,439.6,0.0
16300,MG,2018,18.0,F,2,3,407.4,468.6,470.1,509.5,580.0
16301,RJ,2018,51.0,M,1,3,645.7,678.6,546.6,656.8,640.0
16302,SE,2018,37.0,M,1,1,600.6,712.5,570.3,610.5,520.0
16303,MT,2018,24.0,M,1,4,,,,,
16304,SP,2018,16.0,F,1,3,458.9,456.2,408.1,496.7,360.0
16305,BA,2018,20.0,M,1,2,502.6,482.4,494.2,569.0,360.0
16306,SP,2018,24.0,M,1,3,,,,,
16307,BA,2018,20.0,M,1,2,,,,,
16308,CE,2018,19.0,F,1,3,,,,,
16309,GO,2018,18.0,M,1,1,514.1,378.0,500.6,620.1,480.0
16310,MG,2018,16.0,F,1,1,653.1,453.8,627.8,637.2,720.0
16311,DF,2018,18.0,F,2,1,497.9,477.3,482.3,508.8,540.0
16312,SP,2018,17.0,M,2,1,636.2,676.2,621.1,634.6,600.0
16313,MA,2018,22.0,M,1,3,520.7,568.9,478.4,542.6,280.0
16314,DF,2018,18.0,F,1,2,601.7,400.8,495.8,635.7,620.0
16315,MG,2018,18.0,F,1,2,480.2,582.9,411.2,538.3,480.0
16316,CE,2018,17.0,F,2,3,367.3,510.9,456.6,500.7,360.0
16317,RS,2018,17.0,F,1,1,581.7,604.8,446.2,634.8,740.0
16318,SP,2018,18.0,F,1,1,591.8,493.9,536.3,706.7,540.0
16319,PI,2018,21.0,F,1,3,530.8,470.7,460.0,597.2,720.0
16320,SP,2018,61.0,F,1,1,,,,,
16321,RO,2018,22.0,F,1,2,566.0,536.3,459.9,602.3,560.0
16322,PA,2018,19.0,F,1,3,500.2,423.1,413.3,408.8,420.0
16323,BA,2018,29.0,F,1,3,509.0,625.1,505.9,597.2,520.0
16324,PR,2018,17.0,F,2,1,569.6,558.8,555.3,608.5,280.0
16325,PA,2018,16.0,F,2,1,536.1,424.0,475.7,420.7,380.0
16326,SP,2018,18.0,M,2,2,,,,,
16327,BA,2018,21.0,M,1,3,586.1,527.9,571.2,597.9,460.0
16328,BA,2018,16.0,M,1,1,618.4,741.9,585.9,661.7,740.0
16329,RS,2018,17.0,M,2,1,420.6,444.0,459.2,533.7,600.0
16330,MG,2018,19.0,F,1,3,,,,,
16331,SP,2018,18.0,F,2,3,,,,,
16332,SE,2018,17.0,F,1,1,632.3,686.6,562.5,657.7,560.0
16333,SP,2018,21.0,M,1,1,551.1,689.1,559.5,546.0,600.0
16334,RJ,2018,58.0,F,1,3,460.8,391.9,410.8,602.6,280.0
16335,AM,2018,25.0,F,1,1,487.2,452.8,430.5,582.5,320.0
16336,SP,2018,15.0,M,1,1,557.6,644.3,575.8,633.2,700.0
16337,CE,2018,19.0,F,1,1,,,,,
16338,RJ,2018,19.0,F,2,1,525.1,436.3,506.3,511.9,340.0
16339,RJ,2018,18.0,M,1,1,564.5,677.5,454.8,585.4,660.0
16340,MS,2018,18.0,M,1,3,547.9,570.1,448.4,534.0,620.0
16341,SP,2018,17.0,F,2,1,381.2,461.7,394.3,453.6,320.0
16342,SP,2018,15.0,F,1,1,611.4,566.9,495.9,646.1,500.0
16343,AM,2018,40.0,M,1,3,406.1,459.6,450.6,505.6,400.0
16344,MA,2018,17.0,M,2,3,524.4,391.9,401.8,451.9,540.0
16345,MA,2018,25.0,F,2,3,384.8,448.3,420.3,553.3,0.0
16346,RS,2018,34.0,F,1,1,,,,,
16347,MA,2018,17.0,F,1,4,399.1,462.3,401.6,497.3,420.0
16348,SP,2018,17.0,F,3,1,549.0,437.7,461.2,610.2,580.0
16349,BA,2018,29.0,F,1,3,559.4,556.3,591.1,600.7,520.0
16350,RS,2018,28.0,F,1,1,,,,,
16351,PB,2018,21.0,F,1,3,437.1,411.5,428.3,464.4,380.0
16352,BA,2018,36.0,F,1,3,549.5,445.4,402.6,623.1,360.0
16353,CE,2018,18.0,F,1,3,376.6,395.4,393.7,470.1,480.0
16354,RR,2018,18.0,M,1,3,490.8,475.3,435.7,602.6,600.0
16355,AL,2018,16.0,M,1,3,466.7,432.7,398.6,524.3,360.0
16356,SC,2018,19.0,F,2,1,459.6,446.5,394.0,465.8,360.0
16357,BA,2018,44.0,F,1,3,,,,,
16358,RO,2018,48.0,M,1,3,,,,,
16359,PB,2018,36.0,F,1,1,523.1,443.4,463.3,617.8,840.0
16360,AL,2018,17.0,M,3,3,494.6,523.0,488.3,597.4,440.0
16361,PI,2018,19.0,M,1,0,614.8,720.0,514.2,627.5,580.0
16362,RS,2018,16.0,F,1,1,504.0,626.6,514.7,530.5,500.0
16363,PR,2018,22.0,M,1,3,476.8,440.0,463.6,545.1,580.0
16364,SP,2018,20.0,F,1,1,598.0,556.7,602.6,467.1,800.0
16365,PB,2018,23.0,M,1,3,473.9,509.2,489.2,501.7,220.0
16366,BA,2018,19.0,F,1,3,542.4,580.5,439.3,599.8,540.0
16367,CE,2018,18.0,M,3,1,442.9,582.6,555.6,603.7,760.0
16368,BA,2018,16.0,F,1,3,624.5,678.0,534.0,610.4,680.0
16369,SE,2018,18.0,F,2,3,555.5,494.3,607.8,622.0,860.0
16370,CE,2018,35.0,F,1,1,,,,,
16371,PA,2018,24.0,M,1,3,415.3,420.0,389.2,551.7,0.0
16372,RN,2018,27.0,F,1,3,491.7,594.9,537.1,568.7,580.0
16373,AL,2018,18.0,F,2,4,374.8,,,414.0,0.0
16374,RS,2018,18.0,F,2,2,479.8,449.3,379.3,421.1,220.0
16375,PE,2018,22.0,F,1,2,,,,,
16376,MG,2018,24.0,F,1,3,,,,,
16377,RN,2018,29.0,F,1,3,,,,,
16378,MS,2018,20.0,M,1,3,424.8,604.9,470.1,424.9,280.0
16379,MG,2018,19.0,M,1,3,619.8,508.3,490.6,640.0,360.0
16380,RJ,2018,22.0,F,1,3,566.6,498.6,428.2,583.6,540.0
16381,SP,2018,24.0,F,1,1,425.4,418.4,537.5,505.9,260.0
16382,GO,2018,20.0,M,1,1,508.3,453.8,468.1,542.2,280.0
16383,AM,2018,27.0,F,1,3,499.7,457.3,434.1,584.1,320.0
16384,GO,2018,25.0,F,1,1,,,,,
16385,RS,2018,38.0,F,1,1,,,,,
16386,PR,2018,23.0,F,1,1,,,,,
16387,MA,2018,17.0,F,2,1,384.6,450.0,549.0,541.2,340.0
16388,MA,2018,19.0,F,1,3,,,,,
16389,PE,2018,18.0,F,1,3,618.6,516.9,565.7,674.2,940.0
16390,SP,2018,18.0,M,2,1,542.2,431.8,552.5,612.4,520.0
16391,SP,2018,20.0,M,1,3,571.2,555.9,589.2,607.8,560.0
16392,SP,2018,20.0,F,1,3,581.8,625.8,493.6,594.6,540.0
16393,SP,2018,18.0,M,1,3,526.3,564.0,529.5,572.1,680.0
16394,PR,2018,16.0,F,1,1,553.7,507.2,631.6,582.5,460.0
16395,SP,2018,37.0,M,1,3,,,,,
16396,GO,2018,15.0,M,1,3,471.3,380.1,464.7,456.2,240.0
16397,SP,2018,17.0,M,3,1,564.0,645.5,510.2,466.6,520.0
16398,PE,2018,23.0,F,1,1,580.1,560.7,520.9,590.5,580.0
16399,MA,2018,19.0,F,1,3,486.3,485.0,380.6,517.3,440.0
16400,MS,2018,43.0,M,1,3,568.7,455.0,491.5,628.4,480.0
16401,MG,2018,21.0,F,1,1,,,,,
16402,RS,2018,29.0,M,1,1,,,,,
16403,RJ,2018,27.0,M,1,1,,,,,
16404,SP,2018,19.0,F,1,2,,,,,
16405,CE,2018,27.0,M,1,3,,,,,
16406,CE,2018,21.0,F,1,4,543.5,624.2,397.9,486.2,600.0
16407,MG,2018,22.0,F,1,2,472.1,699.5,426.2,582.0,400.0
16408,SP,2018,17.0,F,3,1,659.1,658.1,672.7,693.0,880.0
16409,MT,2018,29.0,F,1,3,544.8,396.6,504.5,621.1,380.0
16410,SP,2018,38.0,M,1,3,581.4,615.3,506.3,766.0,700.0
16411,BA,2018,19.0,M,1,2,561.1,754.2,664.1,691.5,900.0
16412,MA,2018,17.0,M,1,3,530.9,406.1,534.4,435.0,540.0
16413,MS,2018,23.0,M,1,1,,,,,
16414,SP,2018,19.0,F,1,3,,,,,
16415,MA,2018,19.0,M,2,1,,,,,
16416,AL,2018,18.0,M,1,1,572.0,393.6,431.1,607.8,580.0
16417,MA,2018,33.0,F,1,2,,,,,
16418,PE,2018,18.0,F,1,5,415.5,446.5,567.8,567.1,300.0
16419,PA,2018,21.0,M,1,3,509.2,398.5,475.9,433.7,620.0
16420,SP,2018,18.0,F,1,1,548.8,450.6,460.1,572.1,660.0
16421,BA,2018,17.0,F,2,2,469.1,538.7,449.8,400.0,460.0
16422,DF,2018,18.0,F,3,1,524.0,507.7,555.7,551.2,400.0
16423,RN,2018,18.0,M,1,1,563.5,528.3,526.3,425.8,600.0
16424,SE,2018,18.0,M,2,1,398.2,640.3,492.3,520.4,320.0
16425,PA,2018,23.0,F,1,3,459.1,,,457.0,340.0
16426,PI,2018,15.0,F,1,1,453.6,504.1,393.8,498.3,360.0
16427,CE,2018,18.0,M,2,3,492.1,454.7,438.8,453.3,260.0
16428,SP,2018,20.0,M,2,1,,,,,
16429,BA,2018,20.0,F,1,3,414.9,518.4,429.9,609.4,480.0
16430,SP,2018,23.0,M,1,1,560.7,691.1,578.8,641.9,620.0
16431,PE,2018,23.0,F,1,2,587.4,481.5,502.7,638.1,520.0
16432,PI,2018,17.0,F,2,3,502.2,451.4,427.6,410.6,340.0
16433,AC,2018,36.0,F,1,3,,,,,
16434,ES,2018,21.0,F,2,3,517.1,390.4,424.7,464.7,520.0
16435,ES,2018,18.0,F,1,3,503.8,417.8,512.4,562.9,380.0
16436,SC,2018,17.0,F,1,3,488.8,497.0,497.1,578.6,620.0
16437,MG,2018,18.0,M,3,1,556.5,640.3,577.9,621.9,800.0
16438,PA,2018,25.0,F,1,2,530.2,484.1,532.5,401.5,560.0
16439,MA,2018,17.0,M,2,3,494.2,462.6,485.3,557.2,400.0
16440,SP,2018,17.0,M,1,1,544.7,440.4,568.0,560.2,580.0
16441,MG,2018,19.0,M,2,3,474.7,474.8,468.3,445.0,300.0
16442,MG,2018,16.0,F,1,3,591.3,528.2,502.1,624.4,640.0
16443,SP,2018,18.0,F,1,1,598.4,493.4,460.6,527.1,660.0
16444,MT,2018,31.0,M,1,1,,,,,
16445,MG,2018,25.0,F,1,1,541.0,585.1,455.6,527.7,340.0
16446,SC,2018,22.0,M,1,1,500.2,447.5,543.8,499.3,300.0
16447,MA,2018,29.0,F,1,3,,,,,
16448,AM,2018,27.0,M,1,3,638.4,470.6,636.5,657.3,700.0
16449,GO,2018,18.0,F,2,3,,,,,
16450,RS,2018,18.0,F,2,3,601.3,538.1,515.7,666.9,640.0
16451,GO,2018,31.0,F,1,3,351.1,396.9,410.5,540.3,340.0
16452,SE,2018,20.0,M,1,1,601.3,648.3,624.7,662.0,740.0
16453,PA,2018,29.0,M,1,1,,,,,
16454,RS,2018,17.0,M,1,1,678.5,794.3,700.7,743.5,940.0
16455,MG,2018,19.0,M,1,3,529.9,556.1,415.0,475.2,400.0
16456,RJ,2018,17.0,F,3,1,659.7,728.3,622.3,619.6,960.0
16457,RS,2018,21.0,F,1,1,604.6,636.8,521.0,465.8,760.0
16458,DF,2018,19.0,F,1,3,613.5,561.9,526.4,605.9,700.0
16459,PB,2018,22.0,F,1,5,,,,,
16460,MG,2018,23.0,M,2,2,426.7,431.2,406.3,473.5,400.0
16461,GO,2018,22.0,F,1,0,,,,,
16462,MG,2018,19.0,F,1,3,,,,,
16463,PA,2018,17.0,F,1,3,447.3,475.1,423.7,424.6,400.0
16464,PB,2018,23.0,M,1,3,,,,,
16465,SP,2018,23.0,M,1,1,570.5,415.7,521.5,636.7,640.0
16466,SP,2018,18.0,F,2,3,,,,,
16467,BA,2018,20.0,M,1,3,382.6,557.1,476.1,533.3,680.0
16468,CE,2018,36.0,M,1,3,,,,,
16469,PI,2018,17.0,F,1,1,447.6,484.8,470.9,534.4,300.0
16470,CE,2018,18.0,F,3,2,553.1,702.4,552.6,636.2,800.0
16471,SP,2018,22.0,F,1,1,,,,,
16472,PA,2018,20.0,F,1,3,,,,,
16473,CE,2018,18.0,F,2,3,410.6,511.9,415.7,513.4,280.0
16474,SP,2018,28.0,F,1,2,446.6,452.6,396.1,578.7,480.0
16475,PE,2018,40.0,F,1,1,,,,,
16476,AP,2018,22.0,F,1,3,481.2,448.0,389.3,510.6,560.0
16477,SP,2018,20.0,F,1,3,,,,,
16478,MG,2018,20.0,M,1,1,507.7,666.4,454.3,587.1,360.0
16479,MG,2018,20.0,M,2,4,,,,,
16480,MS,2018,19.0,F,1,3,423.5,428.8,422.5,447.8,500.0
16481,MG,2018,17.0,F,1,1,564.7,569.0,534.0,625.2,360.0
16482,ES,2018,19.0,F,1,3,488.0,595.9,503.6,552.8,560.0
16483,CE,2018,19.0,F,1,3,424.4,401.0,442.3,563.5,380.0
16484,AM,2018,17.0,F,2,3,455.8,394.7,415.3,543.2,380.0
16485,DF,2018,57.0,M,1,3,,,,,
16486,MG,2018,16.0,F,1,3,633.9,573.9,547.5,627.7,760.0
16487,AM,2018,18.0,F,2,2,431.2,427.5,397.3,576.3,500.0
16488,BA,2018,19.0,F,1,3,,,,,
16489,CE,2018,18.0,F,1,4,417.9,483.9,383.7,547.9,0.0
16490,PE,2018,17.0,F,1,1,598.7,618.9,547.7,611.5,360.0
16491,MG,2018,33.0,F,1,1,451.9,496.1,410.9,497.3,220.0
16492,AP,2018,29.0,F,1,5,437.1,432.5,369.6,410.2,320.0
16493,PB,2018,28.0,F,1,1,432.5,511.5,440.0,426.5,240.0
16494,SP,2018,18.0,F,3,2,628.7,750.0,634.7,710.0,900.0
16495,CE,2018,16.0,F,1,3,642.9,683.6,624.3,640.5,740.0
16496,SP,2018,17.0,F,2,1,522.4,590.6,481.6,575.9,620.0
16497,SP,2018,15.0,M,1,4,492.7,433.1,413.5,487.6,480.0
16498,BA,2018,29.0,F,1,2,506.7,427.4,535.0,599.1,640.0
16499,AL,2018,17.0,M,1,3,519.8,433.5,464.7,535.2,360.0
16500,RJ,2018,18.0,M,3,3,567.9,568.5,526.3,568.6,520.0
16501,RJ,2018,35.0,F,1,1,,,,,
16502,MG,2018,18.0,F,2,1,619.7,605.5,471.2,541.8,580.0
16503,SP,2018,17.0,F,2,1,624.8,603.0,493.1,629.5,740.0
16504,RJ,2018,17.0,M,2,3,490.2,573.0,427.6,420.0,400.0
16505,SP,2018,18.0,F,2,5,703.9,763.5,572.0,698.0,620.0
16506,AM,2018,31.0,F,1,3,444.4,557.2,442.8,464.4,480.0
16507,SP,2018,17.0,M,2,3,420.9,572.6,501.8,425.3,320.0
16508,RJ,2018,17.0,M,3,1,495.6,668.8,482.5,601.7,340.0
16509,PE,2018,19.0,M,1,2,425.4,633.1,376.4,601.6,340.0
16510,BA,2018,18.0,M,1,3,515.8,632.9,520.4,579.5,280.0
16511,SP,2018,17.0,F,3,1,675.6,791.5,709.0,722.0,900.0
16512,AM,2018,27.0,F,1,3,485.9,523.9,490.2,491.4,540.0
16513,SP,2018,27.0,F,2,1,456.2,452.8,417.7,442.1,280.0
16514,SP,2018,17.0,M,2,3,581.9,513.0,463.9,647.8,360.0
16515,MT,2018,15.0,F,1,1,526.8,563.4,503.6,560.9,380.0
16516,AL,2018,28.0,M,1,2,,,,,
16517,SP,2018,17.0,F,3,1,646.8,796.3,713.4,690.7,840.0
16518,PR,2018,17.0,F,2,3,408.4,397.9,384.0,447.1,340.0
16519,DF,2018,20.0,M,1,1,555.1,,,608.7,300.0
16520,AM,2018,41.0,F,1,3,,,,,
16521,TO,2018,18.0,M,1,2,430.6,493.4,435.0,434.0,380.0
16522,SP,2018,21.0,F,1,3,525.3,411.8,496.8,431.1,200.0
16523,SP,2018,17.0,F,2,1,557.2,533.5,537.6,497.2,420.0
16524,AM,2018,18.0,F,2,1,451.6,,,407.7,240.0
16525,SP,2018,19.0,F,1,1,,,,,
16526,MA,2018,18.0,M,2,1,471.5,400.7,393.8,436.8,340.0
16527,GO,2018,18.0,F,1,3,,,,,
16528,PR,2018,20.0,F,1,2,,,,,
16529,CE,2018,18.0,F,1,1,535.7,,,479.9,560.0
16530,RS,2018,25.0,M,1,1,,,,,
16531,SP,2018,19.0,F,1,1,485.3,566.0,460.8,641.7,680.0
16532,PA,2018,20.0,M,1,3,434.0,475.9,512.1,611.3,360.0
16533,SP,2018,21.0,M,1,1,550.8,542.5,576.2,624.6,580.0
16534,AM,2018,25.0,M,1,3,395.0,396.2,393.6,404.9,360.0
16535,RN,2018,20.0,M,1,1,543.0,551.1,536.1,610.7,620.0
16536,SP,2018,25.0,F,1,3,,,,,
16537,PB,2018,18.0,M,2,2,555.1,653.2,584.0,642.7,580.0
16538,RS,2018,21.0,M,1,1,,,,,
16539,SC,2018,16.0,F,1,1,587.5,552.0,545.0,675.1,720.0
16540,RS,2018,18.0,F,1,1,593.7,567.6,602.6,627.8,620.0
16541,MA,2018,19.0,F,1,1,643.4,691.6,601.3,682.7,920.0
16542,MG,2018,18.0,M,1,3,558.2,660.2,487.5,633.2,640.0
16543,RS,2018,20.0,M,1,3,,,,,
16544,MG,2018,20.0,M,1,3,598.2,657.7,498.4,648.7,480.0
16545,PE,2018,16.0,F,1,3,482.9,380.9,479.5,552.6,360.0
16546,PI,2018,64.0,F,1,2,426.9,387.4,383.9,593.5,500.0
16547,SP,2018,18.0,F,1,1,,,,,
16548,RN,2018,26.0,F,2,3,456.5,408.4,411.8,570.0,740.0
16549,CE,2018,16.0,F,1,3,504.1,460.8,396.3,486.2,400.0
16550,MG,2018,17.0,M,3,3,634.8,775.0,710.9,690.2,940.0
16551,RS,2018,31.0,F,1,1,,,,,
16552,RJ,2018,22.0,F,1,3,,,,,
16553,TO,2018,17.0,F,3,4,430.6,500.3,505.9,546.3,660.0
16554,PA,2018,19.0,F,1,3,544.3,452.2,515.6,613.0,600.0
16555,MG,2018,18.0,M,2,3,525.9,547.2,513.9,624.2,320.0
16556,SP,2018,19.0,F,1,1,619.2,682.2,585.3,680.3,840.0
16557,PA,2018,17.0,M,2,3,345.5,450.0,398.6,482.1,360.0
16558,CE,2018,27.0,F,1,3,415.4,491.1,469.7,471.7,460.0
16559,PA,2018,19.0,M,2,3,,,,,
16560,CE,2018,33.0,F,2,3,,,,,
16561,SP,2018,18.0,F,1,1,531.6,552.1,483.5,597.3,460.0
16562,MG,2018,16.0,F,1,3,449.9,626.3,527.3,651.1,700.0
16563,DF,2018,19.0,F,1,3,572.3,616.4,518.6,655.2,700.0
16564,MG,2018,14.0,F,1,1,528.1,397.2,450.2,504.1,400.0
16565,AL,2018,26.0,F,1,3,,,,,
16566,BA,2018,29.0,F,1,2,540.9,426.6,459.0,612.2,340.0
16567,SE,2018,24.0,M,2,2,,,,,
16568,BA,2018,21.0,F,1,1,,,,,
16569,AC,2018,17.0,F,2,2,540.7,440.2,555.1,600.1,560.0
16570,PR,2018,17.0,F,2,1,594.4,550.5,553.2,662.6,600.0
16571,MG,2018,33.0,F,1,2,514.2,413.4,551.9,454.2,320.0
16572,RJ,2018,23.0,M,1,3,571.0,503.1,615.4,572.8,320.0
16573,PB,2018,17.0,M,3,1,564.5,929.7,693.8,692.2,880.0
16574,RJ,2018,53.0,F,1,1,563.2,608.9,462.8,624.5,520.0
16575,RN,2018,17.0,F,2,3,483.4,444.8,445.6,415.5,0.0
16576,PR,2018,17.0,M,2,3,474.3,586.1,483.9,599.9,340.0
16577,SP,2018,20.0,F,1,3,,,,,
16578,SC,2018,26.0,F,1,1,628.7,608.7,507.6,679.2,640.0
16579,MG,2018,24.0,F,1,1,588.4,480.0,537.6,611.2,540.0
16580,RS,2018,18.0,F,1,1,608.7,480.5,549.4,660.4,620.0
16581,PR,2018,29.0,M,1,1,537.7,518.0,388.5,608.8,320.0
16582,PR,2018,21.0,F,1,1,,,,,
16583,ES,2018,17.0,F,2,3,591.0,582.0,545.1,606.7,880.0
16584,PB,2018,20.0,M,1,3,512.6,447.9,415.4,469.5,300.0
16585,RJ,2018,17.0,M,3,1,426.9,423.5,461.2,518.2,300.0
16586,SP,2018,32.0,M,1,3,536.4,405.4,448.6,482.9,260.0
16587,SP,2018,26.0,F,1,1,478.4,,,589.0,280.0
16588,MS,2018,16.0,F,1,1,580.4,512.3,489.9,621.6,640.0
16589,DF,2018,35.0,M,1,1,,,,,
16590,PI,2018,43.0,F,1,3,489.0,529.6,402.9,505.8,400.0
16591,MT,2018,19.0,M,1,1,,,,,
16592,SP,2018,17.0,M,2,4,,,,,
16593,SP,2018,17.0,F,2,3,574.9,444.2,505.8,607.3,700.0
16594,MG,2018,20.0,M,1,1,413.2,622.2,503.5,470.4,360.0
16595,SC,2018,16.0,F,1,1,608.3,697.1,608.6,654.7,460.0
16596,BA,2018,17.0,F,2,3,,,,,
16597,GO,2018,16.0,F,1,3,581.5,472.8,581.0,624.9,940.0
16598,GO,2018,18.0,M,1,2,628.7,626.7,585.1,646.0,560.0
16599,SP,2018,18.0,F,1,1,453.4,575.0,406.3,596.3,380.0
16600,MS,2018,16.0,M,1,1,625.5,694.2,541.3,635.9,460.0
16601,AC,2018,27.0,F,1,3,,,,,
16602,MT,2018,25.0,F,1,1,505.2,382.0,540.0,433.4,360.0
16603,PA,2018,34.0,F,1,2,358.8,446.9,489.4,540.9,380.0
16604,SP,2018,19.0,F,1,1,,,,,
16605,MG,2018,18.0,M,2,1,566.8,552.5,493.2,614.5,520.0
16606,AC,2018,25.0,F,1,2,389.7,505.2,383.0,413.5,460.0
16607,AM,2018,18.0,M,1,3,666.7,783.0,588.7,666.1,800.0
16608,ES,2018,32.0,F,1,3,414.7,,,460.2,540.0
16609,RS,2018,31.0,F,1,1,,,,,
16610,SP,2018,17.0,F,3,1,621.8,557.1,532.0,640.3,760.0
16611,PR,2018,21.0,F,1,3,500.5,516.1,453.9,537.0,480.0
16612,CE,2018,17.0,F,2,3,579.8,597.9,468.8,617.2,820.0
16613,AL,2018,27.0,F,1,3,456.5,393.8,421.7,597.0,360.0
16614,RJ,2018,34.0,M,1,1,,,,,
16615,GO,2018,26.0,F,1,2,,,,,
16616,PI,2018,24.0,M,1,1,482.5,,,579.8,760.0
16617,PE,2018,19.0,F,1,1,545.0,494.7,455.9,450.5,400.0
16618,AP,2018,17.0,M,2,2,396.2,392.6,445.4,455.8,380.0
16619,PA,2018,22.0,M,1,3,,,,,
16620,BA,2018,29.0,F,1,3,,,,,
16621,DF,2018,22.0,M,1,3,,,,,
16622,MT,2018,21.0,F,1,2,417.0,405.8,467.8,397.6,260.0
16623,RN,2018,28.0,F,1,1,520.1,430.7,411.9,447.8,260.0
16624,RJ,2018,18.0,M,1,1,608.9,723.2,506.8,635.8,580.0
16625,PB,2018,25.0,F,1,1,,,,,
16626,PR,2018,25.0,M,2,3,,,,,
16627,SP,2018,17.0,F,3,1,590.6,735.6,660.1,654.7,620.0
16628,MS,2018,19.0,F,1,3,545.0,527.0,516.9,510.1,520.0
16629,SP,2018,18.0,F,2,4,401.4,424.7,416.0,524.6,440.0
16630,GO,2018,18.0,F,3,1,574.3,647.2,504.6,608.6,620.0
16631,SP,2018,19.0,F,1,1,462.9,394.0,382.2,517.3,500.0
16632,SP,2018,20.0,M,1,1,682.8,843.0,750.1,701.5,740.0
16633,SP,2018,17.0,M,2,3,585.2,523.2,470.6,631.2,560.0
16634,BA,2018,19.0,F,1,2,,,,,
16635,BA,2018,18.0,F,2,1,,,,,
16636,PA,2018,18.0,F,1,3,563.5,563.8,568.0,618.4,900.0
16637,CE,2018,18.0,F,2,2,471.6,542.2,511.7,462.3,360.0
16638,SP,2018,18.0,F,1,3,409.2,388.3,434.0,405.9,300.0
16639,PR,2018,17.0,M,3,4,700.8,761.4,713.0,714.1,760.0
16640,SP,2018,17.0,F,3,1,666.0,698.1,689.7,696.9,720.0
16641,AM,2018,31.0,F,1,3,477.7,410.6,514.2,537.7,380.0
16642,SP,2018,16.0,F,1,3,647.5,703.1,636.3,662.7,740.0
16643,PB,2018,19.0,F,1,3,492.5,432.2,433.1,449.5,580.0
16644,PA,2018,22.0,M,1,1,691.8,746.8,609.5,717.4,680.0
16645,RS,2018,16.0,F,1,1,455.2,547.8,435.9,558.0,580.0
16646,SP,2018,16.0,M,1,1,,,,,
16647,PB,2018,21.0,M,1,3,,,,,
16648,BA,2018,20.0,M,1,3,,,,,
16649,MG,2018,25.0,F,1,1,537.4,395.9,459.6,497.8,320.0
